id,pseudo_group,label,nn_corr,nn_same_label
tr_0018714,8155,0,0.99726725,True
tr_0018715,14811,0,0.993014,True
tr_0018716,11200,0,0.9919284,True
tr_0018717,14812,0,0.9971261,True
tr_0018718,14813,1,0.9854888,True
tr_0018719,8344,0,0.98250014,True
tr_0018720,14814,0,0.98735076,True
tr_0018721,14815,0,0.99355465,True
tr_0018722,14816,0,0.95322615,True
tr_0018723,11476,1,0.98049223,True
tr_0018724,14817,0,0.8972829,True
tr_0018725,14818,0,0.9915009,True
tr_0018726,14819,0,0.96759266,True
tr_0018727,14820,0,0.69254977,True
tr_0018728,14821,2,0.9959188,True
tr_0018729,14822,2,0.941558,True
tr_0018730,14823,0,0.942045,True
tr_0018731,14824,2,0.93696433,True
tr_0018732,9285,0,0.9837316,True
tr_0018733,14825,2,0.98825324,True
tr_0018734,5920,0,0.9951338,True
tr_0018735,14826,0,0.964657,True
tr_0018736,14827,0,0.95040655,True
tr_0018737,22496,0,0.99756974,True
tr_0018738,14828,0,0.99417484,True
tr_0018739,14829,0,0.9603429,True
tr_0018740,14830,2,0.9553659,True
tr_0018741,14831,2,0.936452,True
tr_0018742,14832,1,0.9450528,False
tr_0018743,14833,2,0.99904495,True
tr_0018744,14834,0,0.97814393,True
tr_0018745,14835,0,0.9783044,True
tr_0018746,14836,2,0.997743,True
tr_0018747,14837,0,0.97644264,True
tr_0018748,24857,2,0.9979452,True
tr_0018749,14838,2,0.94552946,True
tr_0018750,14839,0,0.9481313,True
tr_0018751,14840,3,0.9944122,True
tr_0018752,5304,2,0.99745935,True
tr_0018753,14841,0,0.99254346,True
tr_0018754,14842,0,0.980667,True
tr_0018755,30397,2,0.9995547,True
tr_0018756,14843,0,0.99802184,True
tr_0018757,12997,0,0.9832787,True
tr_0018758,14844,0,0.9400198,True
tr_0018759,855,0,0.9947135,True
tr_0018760,14845,2,0.97885686,True
tr_0018761,14846,0,0.98732847,True
tr_0018762,14847,0,0.9760103,True
tr_0018763,14848,0,0.9944167,True
tr_0018764,14849,0,0.9295401,True
tr_0018765,14850,0,0.99213433,True
tr_0018766,13642,0,0.99384373,True
tr_0018767,14851,0,0.9241294,True
tr_0018768,30105,0,0.9863543,True
tr_0018769,14852,0,0.97321486,True
tr_0018770,14853,0,0.74511397,True
tr_0018771,14854,2,0.96364844,True
tr_0018772,1138,0,0.9861656,True
tr_0018773,14855,0,0.9652414,True
tr_0018774,14856,0,0.9138905,True
tr_0018775,14857,0,0.59170866,True
tr_0018776,14858,0,0.99820596,True
tr_0018777,14859,2,0.99653405,True
tr_0018778,14860,0,0.98713714,True
tr_0018779,14861,0,0.8835069,True
tr_0018780,14862,0,0.9627677,True
tr_0018781,14863,2,0.9986326,True
tr_0018782,14864,0,0.91358846,True
tr_0018783,14865,0,0.8295765,True
tr_0018784,14866,0,0.99645555,True
tr_0018785,11280,2,0.999675,True
tr_0018786,33786,0,0.9951081,True
tr_0018787,13533,2,0.99847955,True
tr_0018788,14867,0,0.984109,True
tr_0018789,14868,0,0.97864354,True
tr_0018790,14869,0,0.9758004,True
tr_0018791,14870,0,0.9961677,True
tr_0018792,3557,2,0.9986891,True
tr_0018793,14871,0,0.9958783,True
tr_0018794,4256,0,0.9961161,True
tr_0018795,14872,0,0.99386066,True
tr_0018796,14873,0,0.9825973,True
tr_0018797,14874,0,0.97850835,True
tr_0018798,14875,1,0.98913044,True
tr_0018799,16093,2,0.99944735,True
tr_0018800,14876,2,0.9912444,True
tr_0018801,14877,0,0.9862514,True
tr_0018802,14878,0,0.9887294,True
tr_0018803,9425,1,0.9912235,True
tr_0018804,14879,2,0.98541087,True
tr_0018805,14880,0,0.99739057,True
tr_0018806,14881,0,0.99230933,True
tr_0018807,10262,2,0.99949616,True
tr_0018808,14882,0,0.9980986,True
tr_0018809,10888,1,0.9869456,True
tr_0018810,14883,0,0.9954169,True
tr_0018811,1051,0,0.9998235,True
tr_0018812,19736,0,0.9968619,True
tr_0018813,14884,0,0.99383736,True
tr_0018814,14885,2,0.9882561,True
tr_0018815,14886,2,0.9843919,True
tr_0018816,14887,2,0.937078,True
tr_0018817,14888,0,0.98587036,True
tr_0018818,14889,2,0.90642947,True
tr_0018819,14890,0,0.9789823,True
tr_0018820,14891,1,0.96645343,True
tr_0018821,14892,0,0.98590094,True
tr_0018822,2899,2,0.9980479,True
tr_0018823,14517,2,0.99827975,True
tr_0018824,14893,0,0.96644765,True
tr_0018825,14894,2,0.961035,True
tr_0018826,14895,0,0.98683745,True
tr_0018827,6480,0,0.99867094,True
tr_0018828,14896,0,0.8450598,True
tr_0018829,14897,0,0.98164225,True
tr_0018830,14898,0,0.9903801,True
tr_0018831,14899,0,0.9582903,True
tr_0018832,14900,0,0.99390525,True
tr_0018833,14901,0,0.9614204,True
tr_0018834,14902,0,0.9985746,True
tr_0018835,14903,2,0.90953153,False
tr_0018836,8990,2,0.9969656,True
tr_0018837,14904,0,0.9552262,True
tr_0018838,14905,2,0.99899864,True
tr_0018839,14906,2,0.99041045,True
tr_0018840,14907,2,0.9532459,True
tr_0018841,14908,0,0.99741054,True
tr_0018842,14909,2,0.9614177,True
tr_0018843,6577,0,0.9991817,True
tr_0018844,14910,2,0.99885,True
tr_0018845,14911,2,0.99613553,True
tr_0018846,14912,0,0.8210555,False
tr_0018847,19066,0,0.9943186,True
tr_0018848,14913,1,0.9912461,True
tr_0018849,14914,0,0.9901622,True
tr_0018850,14915,2,0.9864757,True
tr_0018851,9640,2,0.9974424,True
tr_0018852,14916,2,0.9846798,True
tr_0018853,14917,0,0.9692702,True
tr_0018854,14918,0,0.98776263,True
tr_0018855,14919,0,0.9962301,True
tr_0018856,14920,0,0.9429093,True
tr_0018857,14921,0,0.990538,True
tr_0018858,14922,0,0.9458657,True
tr_0018859,14923,1,0.99672,True
tr_0018860,14924,2,0.9981733,True
tr_0018861,3499,2,0.99806744,True
tr_0018862,14925,0,0.8365681,True
tr_0018863,14926,2,0.8270567,True
tr_0018864,14927,0,0.96056306,True
tr_0018865,14928,2,0.9994125,True
tr_0018866,14929,2,0.98697025,True
tr_0018867,14930,0,0.9850615,True
tr_0018868,10287,1,0.9885022,True
tr_0018869,23874,0,0.98646086,True
tr_0018870,5449,0,0.98006773,True
tr_0018871,14931,2,0.9970528,True
tr_0018872,504,2,0.99863636,True
tr_0018873,14932,0,0.92051834,True
tr_0018874,9918,0,0.99362403,True
tr_0018875,14933,0,0.9790778,True
tr_0018876,14934,0,0.9808484,True
tr_0018877,14935,2,0.9976983,True
tr_0018878,14936,0,0.9631266,True
tr_0018879,14937,0,0.89008,True
tr_0018880,9836,0,0.99876946,True
tr_0018881,14938,2,0.9833413,True
tr_0018882,14939,0,0.99969697,True
tr_0018883,14940,0,0.98677325,True
tr_0018884,14941,0,0.99714357,True
tr_0018885,14942,0,0.87123,True
tr_0018886,14943,2,0.9991888,True
tr_0018887,2258,0,0.98879844,True
tr_0018888,14944,0,0.97281766,True
tr_0018889,14945,0,0.98596436,True
tr_0018890,22374,2,0.98783845,True
tr_0018891,14946,2,0.87048566,True
tr_0018892,14947,0,0.92174774,True
tr_0018893,14948,1,0.988683,True
tr_0018894,14949,0,0.8664073,True
tr_0018895,14950,0,0.9717347,True
tr_0018896,14951,0,0.8733322,True
tr_0018897,14952,0,0.99512386,True
tr_0018898,14953,0,0.9563719,True
tr_0018899,14954,2,0.98217076,True
tr_0018900,2047,2,0.9978247,True
tr_0018901,14955,0,0.9902427,True
tr_0018902,14956,0,0.9239047,True
tr_0018903,9497,0,0.9923405,True
tr_0018904,14957,2,0.99969095,True
tr_0018905,6836,0,0.9927177,True
tr_0018906,5314,2,0.9984485,True
tr_0018907,14958,0,0.9532419,True
tr_0018908,8882,0,0.99881613,True
tr_0018909,440,0,0.9935211,True
tr_0018910,3246,2,0.99691594,True
tr_0018911,14959,0,0.8810821,True
tr_0018912,14960,0,0.99652153,True
tr_0018913,14961,2,0.9975981,True
tr_0018914,14962,0,0.9409707,True
tr_0018915,10415,1,0.9959272,True
tr_0018916,14963,2,0.9631227,True
tr_0018917,14964,2,0.9869636,True
tr_0018918,14965,0,0.8878513,True
tr_0018919,5649,2,0.98806,True
tr_0018920,14966,0,0.99866915,True
tr_0018921,14967,2,0.9954811,True
tr_0018922,14968,2,0.9815579,True
tr_0018923,14969,0,0.98961115,True
tr_0018924,14970,0,0.99947494,True
tr_0018925,14971,0,0.96532166,True
tr_0018926,25835,0,0.9840212,True
tr_0018927,14249,2,0.9991356,True
tr_0018928,11648,2,0.9973973,True
tr_0018929,14972,0,0.8620032,True
tr_0018930,14973,2,0.9737821,True
tr_0018931,14974,0,0.9492171,True
tr_0018932,14975,0,0.982515,True
tr_0018933,14976,0,0.97652847,True
tr_0018934,574,2,0.98589617,True
tr_0018935,8033,0,0.98923886,True
tr_0018936,14977,0,0.9968972,True
tr_0018937,14978,0,0.9382575,True
tr_0018938,14979,2,0.9454837,True
tr_0018939,14980,1,0.9893671,True
tr_0018940,14981,2,0.9995206,True
tr_0018941,14982,2,0.99390495,True
tr_0018942,14983,0,0.9744136,True
tr_0018943,8895,2,0.99853814,True
tr_0018944,14984,0,0.99394727,True
tr_0018945,14985,0,0.99395484,True
tr_0018946,14986,0,0.92857903,True
tr_0018947,14987,2,0.9468609,True
tr_0018948,14988,2,0.9981163,True
tr_0018949,10278,2,0.9878064,True
tr_0018950,14989,0,0.9048129,True
tr_0018951,47301,0,0.9981649,True
tr_0018952,26180,0,0.9844685,True
tr_0018953,14990,0,0.96384966,True
tr_0018954,14991,1,0.9439958,True
tr_0018955,14992,0,0.9988198,True
tr_0018956,14993,2,0.94894767,True
tr_0018957,14994,0,0.9556264,True
tr_0018958,14995,0,0.99530315,True
tr_0018959,14996,3,0.9559556,True
tr_0018960,5438,0,0.9975876,True
tr_0018961,14997,0,0.9563248,True
tr_0018962,14998,0,0.9928826,True
tr_0018963,14999,0,0.9551634,True
tr_0018964,15000,2,0.9642886,True
tr_0018965,15001,0,0.9970228,True
tr_0018966,15002,0,0.97413695,True
tr_0018967,15003,0,0.9594025,True
tr_0018968,15004,0,0.9707666,True
tr_0018969,15005,0,0.8029599,True
tr_0018970,15006,0,0.95881003,True
tr_0018971,15007,2,0.9989298,True
tr_0018972,15008,0,0.99783903,True
tr_0018973,15009,0,0.9941337,True
tr_0018974,15010,0,0.99788827,True
tr_0018975,15011,2,0.9838604,True
tr_0018976,15012,0,0.995292,True
tr_0018977,15013,0,0.9693534,True
tr_0018978,15014,0,0.831146,True
tr_0018979,15015,0,0.9830536,True
tr_0018980,7946,1,0.9833374,True
tr_0018981,15016,1,0.99306613,True
tr_0018982,14741,0,0.9954707,True
tr_0018983,15017,1,0.9881105,True
tr_0018984,15018,0,0.9974585,True
tr_0018985,14305,2,0.99657094,True
tr_0018986,23788,0,0.9972007,True
tr_0018987,15019,2,0.99939257,True
tr_0018988,15020,0,0.95141184,True
tr_0018989,15021,0,0.9981875,True
tr_0018990,15022,0,0.99676096,True
tr_0018991,15023,0,0.8098654,True
tr_0018992,15024,0,0.8490478,True
tr_0018993,35618,0,0.9993373,True
tr_0018994,15025,0,0.9670547,True
tr_0018995,1888,2,0.9932616,True
tr_0018996,15026,2,0.9720674,True
tr_0018997,27380,0,0.9961448,True
tr_0018998,15027,2,0.99663574,True
tr_0018999,15028,0,0.97920597,True
tr_0019000,5423,0,0.9893898,True
tr_0019001,1544,0,0.98906434,True
tr_0019002,15029,0,0.9989347,True
tr_0019003,15030,1,0.98838043,True
tr_0019004,15031,0,0.9467245,True
tr_0019005,15032,0,0.8439592,True
tr_0019006,15033,0,0.9714468,True
tr_0019007,15034,0,0.74390614,True
tr_0019008,15035,0,0.99092203,True
tr_0019009,2325,0,0.99418396,True
tr_0019010,15036,2,0.989639,True
tr_0019011,15037,0,0.9935396,True
tr_0019012,15038,0,0.9674728,True
tr_0019013,15039,0,0.9607133,True
tr_0019014,15040,0,0.83162206,True
tr_0019015,15041,0,0.8925521,True
tr_0019016,15042,0,0.92238635,True
tr_0019017,8984,0,0.9879355,True
tr_0019018,15043,0,0.9983325,True
tr_0019019,15044,1,0.98856044,True
tr_0019020,6125,0,0.9938378,True
tr_0019021,15045,0,0.994284,True
tr_0019022,15046,2,0.9817252,True
tr_0019023,15047,0,0.93320423,True
tr_0019024,15048,2,0.96892613,True
tr_0019025,15049,0,0.9924969,True
tr_0019026,15050,2,0.99010754,True
tr_0019027,15051,0,0.97335625,True
tr_0019028,15052,2,0.86217195,True
tr_0019029,15053,0,0.9777665,True
tr_0019030,15054,3,0.8915023,True
tr_0019031,15055,2,0.99284667,True
tr_0019032,15056,0,0.9555437,True
tr_0019033,15057,0,0.99658656,True
tr_0019034,8892,0,0.9847822,True
tr_0019035,12741,0,0.9991773,True
tr_0019036,21383,0,0.9924133,True
tr_0019037,29497,2,0.9995149,True
tr_0019038,15058,2,0.9298804,False
tr_0019039,15059,0,0.996021,True
tr_0019040,15060,0,0.9919571,True
tr_0019041,15061,0,0.9958733,True
tr_0019042,15062,0,0.9675398,True
tr_0019043,14201,0,0.99685174,True
tr_0019044,15063,2,0.984252,True
tr_0019045,15064,0,0.9940081,True
tr_0019046,15065,0,0.99092555,True
tr_0019047,5524,0,0.99672186,True
tr_0019048,1159,2,0.9965558,True
tr_0019049,15066,0,0.95511967,True
tr_0019050,9267,0,0.9944615,True
tr_0019051,15067,0,0.99555963,True
tr_0019052,15068,0,0.88469666,True
tr_0019053,574,2,0.99188644,True
tr_0019054,15069,0,0.92639494,True
tr_0019055,15070,0,0.9967669,True
tr_0019056,15071,0,0.9878357,True
tr_0019057,15072,0,0.9485305,True
tr_0019058,15073,2,0.98132956,True
tr_0019059,25335,0,0.98542255,True
tr_0019060,15074,0,0.88106143,True
tr_0019061,15075,0,0.9509043,True
tr_0019062,15076,2,0.9990971,True
tr_0019063,15077,2,0.95284927,True
tr_0019064,43896,2,0.99954367,True
tr_0019065,18125,0,0.99365073,True
tr_0019066,15078,2,0.9885687,True
tr_0019067,15079,0,0.96543735,True
tr_0019068,580,0,0.9896347,True
tr_0019069,17584,0,0.992831,True
tr_0019070,15080,0,0.97710407,True
tr_0019071,15081,2,0.9415965,True
tr_0019072,26982,2,0.9986136,True
tr_0019073,5929,2,0.99916303,True
tr_0019074,18957,0,0.99613446,True
tr_0019075,15082,0,0.9766061,True
tr_0019076,15083,0,0.91879416,True
tr_0019077,1704,0,0.9991593,True
tr_0019078,15084,0,0.9992128,True
tr_0019079,15085,1,0.9740379,True
tr_0019080,15086,0,0.9975127,True
tr_0019081,15087,0,0.9297016,True
tr_0019082,15088,0,0.9883476,True
tr_0019083,9266,0,0.9994247,True
tr_0019084,12781,2,0.99959415,True
tr_0019085,4642,0,0.9970999,True
tr_0019086,33944,0,0.9961809,True
tr_0019087,15089,2,0.9959818,True
tr_0019088,15090,0,0.98008275,True
tr_0019089,10772,2,0.9992899,True
tr_0019090,15091,0,0.9942328,True
tr_0019091,15092,2,0.96729994,True
tr_0019092,15093,2,0.9979642,True
tr_0019093,15094,0,0.99676025,True
tr_0019094,15095,2,0.983044,True
tr_0019095,15096,0,0.8215727,True
tr_0019096,5846,0,0.9985715,True
tr_0019097,15097,1,0.9755437,True
tr_0019098,15098,2,0.8854097,True
tr_0019099,15099,2,0.9967093,True
tr_0019100,15100,0,0.88555074,True
tr_0019101,15101,0,0.99918944,True
tr_0019102,15102,0,0.86496073,True
tr_0019103,15103,0,0.8938814,True
tr_0019104,15104,2,0.997114,True
tr_0019105,11764,0,0.9951707,True
tr_0019106,15105,0,0.9032363,True
tr_0019107,1058,0,0.984729,True
tr_0019108,15106,0,0.94089997,True
tr_0019109,15107,2,0.99736357,True
tr_0019110,15108,1,0.9637951,True
tr_0019111,15109,0,0.9871461,True
tr_0019112,15110,2,0.8786037,True
tr_0019113,15111,2,0.9872164,True
tr_0019114,15112,0,0.9990768,True
tr_0019115,15113,0,0.9467668,True
tr_0019116,15114,0,0.9975283,True
tr_0019117,15115,0,0.97958237,True
tr_0019118,15116,0,0.987184,True
tr_0019119,5753,0,0.9967871,True
tr_0019120,15117,0,0.9256128,True
tr_0019121,15118,0,0.9720313,True
tr_0019122,19123,0,0.9952313,True
tr_0019123,32307,2,0.99945015,True
tr_0019124,15119,1,0.90774184,True
tr_0019125,15120,0,0.97123975,True
tr_0019126,15121,2,0.97468704,True
tr_0019127,15122,1,0.98122644,True
tr_0019128,15123,0,0.93959916,True
tr_0019129,33940,0,0.99918216,True
tr_0019130,4184,0,0.9956612,True
tr_0019131,11880,2,0.9881413,True
tr_0019132,15124,3,0.87048733,False
tr_0019133,15125,0,0.94286,True
tr_0019134,15126,0,0.9746904,True
tr_0019135,10121,0,0.9841154,True
tr_0019136,31044,0,0.9837217,True
tr_0019137,3622,2,0.99918574,True
tr_0019138,15127,2,0.96039706,True
tr_0019139,15128,0,0.97575605,True
tr_0019140,15129,0,0.9591017,True
tr_0019141,15130,2,0.9943566,True
tr_0019142,3759,1,0.9921967,True
tr_0019143,14178,2,0.9994402,True
tr_0019144,15131,2,0.8735486,True
tr_0019145,7821,0,0.98900366,True
tr_0019146,15132,2,0.99833167,True
tr_0019147,15133,1,0.90545833,True
tr_0019148,9219,0,0.9878969,True
tr_0019149,15134,0,0.95497125,True
tr_0019150,15135,0,0.9815993,True
tr_0019151,15136,0,0.99848646,True
tr_0019152,633,0,0.9969073,True
tr_0019153,15137,2,0.99765074,True
tr_0019154,6148,2,0.99701923,True
tr_0019155,15138,0,0.9087554,True
tr_0019156,23903,1,0.98429185,True
tr_0019157,15139,0,0.9730086,True
tr_0019158,15140,0,0.9619367,True
tr_0019159,11439,0,0.9894481,True
tr_0019160,15141,0,0.93447953,True
tr_0019161,15142,2,0.9171751,True
tr_0019162,15143,0,0.91126436,True
tr_0019163,15144,0,0.9115731,True
tr_0019164,15145,2,0.9854411,True
tr_0019165,15146,2,0.97475666,True
tr_0019166,15147,0,0.9843123,True
tr_0019167,15148,0,0.99598235,True
tr_0019168,15149,0,0.92027634,True
tr_0019169,10588,3,0.9901513,True
tr_0019170,15150,2,0.99611974,True
tr_0019171,5628,0,0.9902672,True
tr_0019172,15151,0,0.997492,True
tr_0019173,15152,0,0.96879494,True
tr_0019174,15153,0,0.99671036,True
tr_0019175,15154,0,0.87026006,True
tr_0019176,15155,0,0.8677034,True
tr_0019177,15156,2,0.9962595,True
tr_0019178,37755,0,0.99573326,True
tr_0019179,1639,2,0.99720335,True
tr_0019180,15157,0,0.9798374,True
tr_0019181,15158,2,0.90407133,True
tr_0019182,15159,0,0.9594081,True
tr_0019183,5473,0,0.984383,True
tr_0019184,3160,0,0.98193485,True
tr_0019185,15160,0,0.9910434,True
tr_0019186,7056,0,0.99479944,True
tr_0019187,15161,0,0.9980764,True
tr_0019188,36849,2,0.9980323,True
tr_0019189,16989,0,0.9966262,True
tr_0019190,15162,0,0.91348094,True
tr_0019191,15163,0,0.91554976,True
tr_0019192,15164,0,0.9840745,True
tr_0019193,15165,0,0.9877275,True
tr_0019194,15166,0,0.9911929,True
tr_0019195,15167,0,0.97118205,True
tr_0019196,15168,2,0.9990777,True
tr_0019197,15169,0,0.9496033,True
tr_0019198,15170,0,0.9982244,True
tr_0019199,15171,0,0.9303479,True
tr_0019200,15172,0,0.99958134,True
tr_0019201,15173,2,0.9810421,True
tr_0019202,15174,2,0.9930752,True
tr_0019203,15175,2,0.7393138,True
tr_0019204,15176,2,0.99875647,True
tr_0019205,15177,2,0.9555992,True
tr_0019206,15178,3,0.9913997,True
tr_0019207,15179,2,0.8920011,True
tr_0019208,15180,2,0.994427,True
tr_0019209,15181,0,0.97042394,True
tr_0019210,5140,2,0.99761707,True
tr_0019211,7532,0,0.9844523,True
tr_0019212,15182,2,0.9971667,True
tr_0019213,15183,0,0.9736567,True
tr_0019214,15184,0,0.9965847,True
tr_0019215,15185,2,0.91566783,True
tr_0019216,33793,0,0.9986291,True
tr_0019217,15186,0,0.98044354,True
tr_0019218,15187,2,0.91375095,True
tr_0019219,11923,0,0.99541426,True
tr_0019220,15188,0,0.9967333,True
tr_0019221,15189,1,0.95006615,True
tr_0019222,15190,0,0.99870884,True
tr_0019223,15191,0,0.9831458,True
tr_0019224,15192,2,0.99852526,True
tr_0019225,6090,2,0.9992911,True
tr_0019226,15193,0,0.97269815,True
tr_0019227,3151,2,0.9946856,True
tr_0019228,15194,2,0.9985669,True
tr_0019229,1703,0,0.99788207,True
tr_0019230,15195,0,0.99652606,True
tr_0019231,15196,2,0.95754385,True
tr_0019232,16673,0,0.9935094,True
tr_0019233,15197,2,0.9744193,True
tr_0019234,15198,0,0.9829699,True
tr_0019235,15199,0,0.93786764,True
tr_0019236,5322,2,0.9991214,True
tr_0019237,15200,2,0.90043133,True
tr_0019238,15201,2,0.98344505,True
tr_0019239,15202,2,0.9936717,True
tr_0019240,15203,0,0.9871205,True
tr_0019241,36256,2,0.9992244,True
tr_0019242,8107,2,0.99816996,True
tr_0019243,15204,0,0.9953172,True
tr_0019244,15205,0,0.96244085,True
tr_0019245,15206,0,0.9938813,True
tr_0019246,11452,0,0.9948249,True
tr_0019247,15207,0,0.99507684,True
tr_0019248,2055,0,0.99231046,True
tr_0019249,12928,0,0.99850416,True
tr_0019250,556,0,0.9922762,True
tr_0019251,15208,0,0.9630581,True
tr_0019252,15209,0,0.9711059,True
tr_0019253,15210,0,0.8879003,True
tr_0019254,15211,0,0.9826126,True
tr_0019255,15212,0,0.9862037,True
tr_0019256,15213,2,0.9978435,True
tr_0019257,15214,2,0.8952804,True
tr_0019258,15215,0,0.9975596,True
tr_0019259,3292,0,0.99455583,True
tr_0019260,15216,0,0.99261194,True
tr_0019261,15217,0,0.9829407,True
tr_0019262,15218,0,0.913995,True
tr_0019263,15219,2,0.9789604,True
tr_0019264,15220,0,0.999274,True
tr_0019265,15221,0,0.9896311,True
tr_0019266,15222,0,0.986892,True
tr_0019267,15223,0,0.9994693,True
tr_0019268,15224,2,0.98750144,True
tr_0019269,22016,2,0.99145764,True
tr_0019270,2098,2,0.98384243,True
tr_0019271,45,2,0.99515754,True
tr_0019272,7459,2,0.9973734,True
tr_0019273,15225,0,0.9837011,True
tr_0019274,15226,0,0.99568427,True
tr_0019275,15227,2,0.8588121,True
tr_0019276,12991,1,0.9874044,True
tr_0019277,15228,0,0.916345,True
tr_0019278,15229,0,0.96855825,True
tr_0019279,15230,2,0.99885917,True
tr_0019280,15231,0,0.99961954,True
tr_0019281,15232,2,0.910393,False
tr_0019282,15233,0,0.99401486,True
tr_0019283,15234,2,0.99698424,True
tr_0019284,15235,0,0.9755069,True
tr_0019285,15236,2,0.96637696,True
tr_0019286,15237,0,0.8352983,True
tr_0019287,14347,2,0.99316746,True
tr_0019288,15238,0,0.95152533,True
tr_0019289,15239,0,0.9831184,True
tr_0019290,15240,0,0.99915993,True
tr_0019291,15241,0,0.9936295,True
tr_0019292,15242,0,0.9991111,True
tr_0019293,5304,2,0.9984831,True
tr_0019294,15243,2,0.9531656,True
tr_0019295,4217,2,0.9993914,True
tr_0019296,15244,0,0.4968491,True
tr_0019297,11452,0,0.9948249,True
tr_0019298,15245,0,0.97341454,True
tr_0019299,20065,0,0.9862228,True
tr_0019300,15246,0,0.97012633,True
tr_0019301,13766,1,0.9974228,True
tr_0019302,15247,0,0.8644652,False
tr_0019303,15248,0,0.97272563,True
tr_0019304,15249,0,0.9461154,True
tr_0019305,15250,0,0.9639071,True
tr_0019306,15251,0,0.97588056,True
tr_0019307,15252,0,0.9754122,True
tr_0019308,15253,0,0.9578171,True
tr_0019309,15254,0,0.99898535,True
tr_0019310,15255,2,0.9873431,True
tr_0019311,15256,0,0.97158825,True
tr_0019312,15257,2,0.99326205,True
tr_0019313,6843,0,0.9886338,True
tr_0019314,15258,2,0.94029224,True
tr_0019315,15259,0,0.9960527,True
tr_0019316,15260,2,0.9688219,True
tr_0019317,15261,0,0.93559986,True
tr_0019318,15262,2,0.936367,True
tr_0019319,28431,2,0.99795413,True
tr_0019320,15263,0,0.8797896,True
tr_0019321,15264,2,0.9448998,True
tr_0019322,10687,0,0.98814654,True
tr_0019323,15265,0,0.97540325,True
tr_0019324,12794,0,0.99899375,True
tr_0019325,15266,0,0.97491384,True
tr_0019326,10716,0,0.98093253,True
tr_0019327,15267,0,0.8701383,True
tr_0019328,15268,0,0.9919937,True
tr_0019329,15269,0,0.99930197,True
tr_0019330,15270,2,0.96757984,True
tr_0019331,15271,0,0.9952717,True
tr_0019332,15272,0,0.98113245,True
tr_0019333,15273,0,0.83088845,True
tr_0019334,15274,0,0.98800516,True
tr_0019335,15275,0,0.9859239,True
tr_0019336,15276,0,0.98591125,True
tr_0019337,15277,0,0.9085325,True
tr_0019338,15278,2,0.9757269,True
tr_0019339,15279,0,0.9316574,True
tr_0019340,15280,0,0.9898083,True
tr_0019341,12827,2,0.9959196,True
tr_0019342,15281,2,0.9981152,True
tr_0019343,15282,2,0.95260173,True
tr_0019344,15283,2,0.99924475,True
tr_0019345,15284,0,0.9581601,True
tr_0019346,15285,0,0.9441067,True
tr_0019347,15286,2,0.95272166,True
tr_0019348,15287,2,0.98507494,True
tr_0019349,15288,0,0.96828943,True
tr_0019350,15289,0,0.98927957,True
tr_0019351,35112,0,0.99809915,True
tr_0019352,15290,0,0.88683045,True
tr_0019353,15291,0,0.9988518,True
tr_0019354,15292,2,0.8811668,True
tr_0019355,15293,0,0.9819152,True
tr_0019356,15294,0,0.9920764,True
tr_0019357,15295,0,0.881438,True
tr_0019358,15296,2,0.9752831,True
tr_0019359,15297,2,0.9974631,True
tr_0019360,15298,2,0.9693198,True
tr_0019361,15299,0,0.99783266,True
tr_0019362,15300,2,0.9675149,True
tr_0019363,15301,0,0.9714191,True
tr_0019364,21514,0,0.99866563,True
tr_0019365,15302,0,0.93079937,True
tr_0019366,15303,2,0.98788416,True
tr_0019367,15304,2,0.9330114,True
tr_0019368,15305,0,0.99504673,True
tr_0019369,15306,2,0.9172113,False
tr_0019370,7145,0,0.9936633,True
tr_0019371,15307,2,0.99524105,True
tr_0019372,15308,0,0.9914911,True
tr_0019373,15309,2,0.9934242,True
tr_0019374,15310,0,0.96022815,True
tr_0019375,15311,0,0.9939595,True
tr_0019376,35729,0,0.99820656,True
tr_0019377,2915,2,0.9962838,True
tr_0019378,15312,2,0.99785984,True
tr_0019379,15313,2,0.9983881,True
tr_0019380,14549,0,0.9983831,True
tr_0019381,4476,1,0.9892728,True
tr_0019382,15314,0,0.9978626,True
tr_0019383,9959,0,0.9945419,True
tr_0019384,12812,0,0.998247,True
tr_0019385,15315,2,0.98420036,True
tr_0019386,15316,2,0.9711396,True
tr_0019387,15317,2,0.9440782,True
tr_0019388,1364,1,0.99775535,True
tr_0019389,15318,0,0.6694919,True
tr_0019390,15319,1,0.6602419,False
tr_0019391,10091,2,0.99337715,True
tr_0019392,15320,2,0.9990826,True
tr_0019393,22838,0,0.98010767,True
tr_0019394,31588,0,0.9902335,True
tr_0019395,15321,2,0.8848541,True
tr_0019396,15322,0,0.9550766,True
tr_0019397,15323,0,0.99535835,True
tr_0019398,15324,0,0.9833615,True
tr_0019399,15325,0,0.9880042,True
tr_0019400,15326,0,0.9767884,True
tr_0019401,15327,0,0.9732857,True
tr_0019402,15328,0,0.95056474,True
tr_0019403,15329,2,0.9663605,True
tr_0019404,15330,0,0.9945622,True
tr_0019405,15331,1,0.9840223,True
tr_0019406,15332,2,0.9932298,True
tr_0019407,15333,0,0.97128236,True
tr_0019408,15334,0,0.78129774,True
tr_0019409,15335,0,0.9250453,True
tr_0019410,15336,2,0.9660793,True
tr_0019411,15337,0,0.98005915,True
tr_0019412,15338,0,0.9722646,True
tr_0019413,15339,0,0.9940922,True
tr_0019414,15340,0,0.94768536,True
